"Country","Factory_Name","Address","City","Code","Province","Factory_Number","Product_Type","Total_Workers","Female_Workers","Male_Workers","Migrant_Workers","Parent_Organization_Name","Line_Workers","Factory_Type","Supplier_Group","Corporation_Brand","Region"
"South Korea","JOONGANG DYEING FABRIC CO., LTD","17 Hasinbeonyeong ro","Busan","49432","Busan Gwangyeogsi","","Footwear","22","3","19","6","","17","MATERIALS","JOONGANG TEXTILE","Nike","N ASIA"
"South Korea","JOONGANG TEXTILE CO LTD (WARP/WEFT KNIT)","15 Dadae ro 320beon gil","Busan","49469","Busan Gwangyeogsi","","Footwear","75","32","43","3","","28","MATERIALS","JOONGANG TEXTILE","Nike","N ASIA"
"China","JOV GARMENT ACCESSORIAL MATERIAL CO., LTD","No 226 Pengfeng Road Dakun Industrial Zone","Songjiang","201600","Shanghai","","Apparel","117","54","63","0","","66","MATERIALS","JOV GARMENT ACCESSORIAL MATERIAL","Nike","N ASIA"
"USA","K-L MFG. CO., INC.","2438 North Ruby Street","Spokane","99207","Washington","","Apparel","98","60","38","0","","94","FINISHED GOODS","K&L MANUFACTURING","Nike","AMERICAS"
"Georgia","Kartli Textile Ltd","20 Gagarini street","Rustavi","3700","Tbilisi","","Apparel","1278","1240","38","0","","1183","FINISHED GOODS","MILTEKS","Nike","EMEA"
"USA","Kim's Embroidery, Inc.","8770 SW Burnham Street","Portland","97223","Oregon","","Apparel","5","3","2","0","","3","FINISHED GOODS","KIMS EMBROIDERY","Nike","AMERICAS"
"Japan","KITAI CO., LTD","32 taka","kashiba","639-0241","Nara","","Apparel","73","47","26","1","","61","FINISHED GOODS","KITAI","Nike","N ASIA"
"Cambodia","KKN Apparel Co.,ltd","KKSEZ Neangkok Paklong Commune  Modulsiem Koh Kong  Cambodia","Koh Kong","09401","Kaoh Kong","","Apparel","6767","4196","2571","0","","6147","FINISHED GOODS","NICE APPAREL","Nike","SE ASIA"
"China","Kunshan Sabrina Clothes Making Co., Ltd.","No 31 Kongxiang East Road","Kunshan","215331","Jiangsu","","Apparel","860","774","86","0","","751","FINISHED GOODS","SABRINA","Nike","N ASIA"
"China","KUO YUEN (TR1) (CHINA)","NO 2 Jing Cheng 2 Road Huang Jiang Dong Guan China","Dongguan","523750","Guangdong","","Footwear","205","84","121","0","","152","MATERIALS","KUO YUEN","Nike","N ASIA"
"Vietnam","KUO YUEN (VIETNAM)","NHON TRACH 3 INDUSTRIAL ZONE NHON TRACH DISTRICT","Dong Nai","810000","Ðng Nai","","Footwear","252","176","76","15","","183","MATERIALS","KUO YUEN","Nike","SE ASIA"
"Vietnam","KUO YUEN (VIETNAM) TAY NINH","Thanh Thanh Cong Industrial Zone","Trang Bang","840000","Tây Ninh","","Footwear","414","166","248","25","","347","MATERIALS","KUO YUEN","Nike","SE ASIA"
"China","KURARAY CO LTD (CLARINO) (TR1) (TR1) (CHINA)","NO 1568 Dongfang Road Jiaxing","Jiaxing Zhejiang","314031","Zhejiang","","Footwear","390","234","156","0","","200","MATERIALS","KURARAY","Nike","N ASIA"
"Japan","KURARAY CO LTD (CLARINO) (TR1) (TR1) (TAIWAN)","1 2 1  Kaigan dori  Minami ku","Osaka","7028601","Okayama","","Footwear","1700","680","1020","0","","1400","MATERIALS","KURARAY","Nike","N ASIA"
"Vietnam","KURARAY CO LTD (CLARINO) (TR1) (VIETNAM)","NO 9 8TH STREET VSIP THUAN AN DISTRICT","THUAN AN CITY","75200","Bình Duong","","Footwear","130","65","65","4","","100","MATERIALS","KURARAY","Nike","SE ASIA"
"China","League Optical(Zhongshan) Workshop Limited","Yaguan building 3","Zhongshan","528463","Guangdong","","Equipment","67","34","33","0","","60","FINISHED GOODS","ARTS OPTICAL","Nike","N ASIA"
"Canada","SP Apparel Inc.","6935 rue Picard","St-Hyacinthe","J2S 1H3","Quebec","","Apparel","255","204","51","13","","200","FINISHED GOODS","SP APPAREL","Nike","AMERICAS"
"Taiwan","LI CHENG ENTERPRISE CO.,LTD","NO 5 DOU KUNG 12 ROAD DOU LIU CITY","Yun-Lin Hsien","64645","Yunlin","","Footwear","360","158","202","130","","211","FINISHED GOODS - COMPONENTS","LI CHENG ENTERPRISE","Nike","N ASIA"
"Italy","LIM SRL","VIA FRASSENARA 21","Montagnana","35044","Padova","","Footwear","39","6","33","9","","29","FINISHED GOODS","LIM","Converse","EMEA"
"China","LION BROTHERS FAR EAST","No  62 Upper North Lane 4 Shangnan Industrial Zone","Shenzhen","518125","Guangdong","","Apparel","355","181","174","0","","265","FINISHED GOODS - COMPONENTS","LION BROTHERS","Nike","N ASIA"
"China","Long Chuan Simona Footwear Co. Ltd","Xin cheng Long Chuan","HeYuan","517300","Guangdong","","Footwear","4546","3955","591","0","","3835","FINISHED GOODS","STELLA","Nike","N ASIA"
"China","Long Fa Shoes Industrial Huizhou Co., Ltd.","LONGTING INDUS. PARK, LONGXI TOWN, BOLUO COUNTY","Huizhou","516121","Guangdong","","Footwear","6549","3733","2816","0","","4988","FINISHED GOODS","DEAN SHOES","Nike","N ASIA"
"China","Long Yue Shoes Industrial Hui Zhou Co.,Ltd.","Longting Industrial Zone Longxi Town Boluo County","Huizhou","516000","Guangdong","","Footwear","480","336","144","0","","403","FINISHED GOODS - COMPONENTS","DEAN SHOES","Nike","N ASIA"
"China","Longchuan Somona Footwear Co.,Ltd Wuhua Branch","Shuizhai Industry Garden","Meizhou","514400","Guangdong","","Footwear","882","811","71","0","","828","FINISHED GOODS - COMPONENTS","STELLA","Nike","N ASIA"
"China","Longhui Stella Footwear Co., Ltd","South east Industrial Park","Shaoyang City","422200","Hunan","","Footwear","730","650","80","0","","641","FINISHED GOODS - COMPONENTS","STELLA","Nike","N ASIA"
"Vietnam","Longway Vietnam Company Limited","Lot HC1 Route 3 Xuyen A Industrial Zone","Duc Hoa","863900","Long An","","Equipment","1275","969","306","0","","1100","FINISHED GOODS","LONGWAY","Nike","SE ASIA"
"Vietnam","LONGWELL COMPANY LTD.","Dau Giay Industrial Park,","Huyen Thong Nhat","81000","Ðng Nai","","Footwear","5245","4721","524","0","","4605","FINISHED GOODS","DEAN SHOES","Nike","SE ASIA"
"India","Lotus Footwear Enterprises Limited Unit-2","Plot 3C Sipcot Industrial Park Mangal Village Mathur post","Near Kanchipuram","631701","Tamil Nadu","","Footwear","4594","2894","1700","0","","4476","FINISHED GOODS","FENG TAY","Nike","S ASIA"
"India","Fairway Enterprises Company Ltd (India Branch) - Unit 1","Plot no G 1B SIPCOT Industrial Park","KRISHNAGIRI","635304","Tamil Nadu","","Footwear","6513","3517","2996","0","","6490","FINISHED GOODS","FENG TAY","Nike","S ASIA"
"Vietnam","Lucky Star Vietnam Garment Company Limited","No 108 part of lot D road No 3 Dong An IP Binh Hoa Ward","Thuan An","820000","Bình Duong","","Apparel","963","732","231","0","","863","FINISHED GOODS","LUCKY STAR","Nike","SE ASIA"
"Vietnam","LUCKYTEX SOC TRANG VIETNAM CO., LTD","LOT H AN NGHIEP INDUSTRIAL ZONE AN HIEP  WARD","Soc Trang","960000","Sóc Trang","","Apparel","865","649","216","17","","579","FINISHED GOODS","TUNTEX","Nike","SE ASIA"
"Pakistan","M S STYLE TEXTILE (PVT.) LIMITED (SUNDER) - unit VI","PLOT NO 143 to 146 and 151 to 155","Lahore","54700","Punjab","","Apparel","6014","902","5112","0","","5434","FINISHED GOODS","STYLE TEXTILE","Nike","S ASIA"
"USA","Majestic Athletic","2320 Newlins Mill Rd","Easton","18045","Pennsylvania","","Apparel","519","337","182","0","","417","FINISHED GOODS","FANATICS","Nike","AMERICAS"
"Vietnam","MANUFACTURE OF ARTISTIC BELT & ACCESSORIES CO., LTD.","Factory 7, DE1B & DE1 St., My Phuoc 3 Industrial Park,","Ben Cat Town","82575","Bình Duong","","Equipment","37","31","6","4","","27","FINISHED GOODS","ARTISTIC BELT AND ACCESSORIES","Nike","SE ASIA"
"Vietnam","MAPLE COMPANY LIMITED","No 120 Road No 14 VSIP Hai Phong Township","Hai Phong City","04000","Hai Phong","","Apparel","2628","1892","736","0","","2223","FINISHED GOODS","RAMATEX","Nike","SE ASIA"
"Guatemala","Marbelys","4ta Calle Final 4 00 zona 2","San Pedro Sacatepequez","01058","Sacatepéquez","","Apparel","182","102","80","0","","161","FINISHED GOODS","MARBELYS","Nike","AMERICAS"
"Guatemala","Marbelys 2","5a Avenida 0 03 zona 2","San Pedro Sacatepequez","01058","Sacatepéquez","","Apparel","104","58","46","0","","101","FINISHED GOODS","MARBELYS","Nike","AMERICAS"
"Italy","Marchon Italia Srl a SU","V.le Alpago 151","Alpago","32016","Belluno","","Equipment","283","167","116","0","","143","FINISHED GOODS","MARCHON","Nike","EMEA"
"Cambodia","MARVEL GARMENT CO.,LTD.","PPSEZ Beung Thom 3 village","Phnom Penh","120909","Phnom Penh","","Apparel","14101","12409","1692","423","","12909","FINISHED GOODS","SHENZHOU","Nike","SE ASIA"
"Sri Lanka","MAS Active Pvt Ltd - Contourline Division","No 231 Nawala Road","Nugegoda","10240","Colombo","","Apparel","2357","1980","377","0","","1739","FINISHED GOODS","MAS HOLDINGS","Nike","S ASIA"
"Jordan","MAS Al Safi Apparel Manufacturing LLC ","Dulailet Alhamaideh Leb and Mlaih","Madaba","11636","Madaba","","Apparel","575","460","115","109","","421","FINISHED GOODS","MAS HOLDINGS","Nike","EMEA"
"Sri Lanka","MAS Fabrics (Private) Limited - Matrix","MAS Fabric park","Warakapola","71610","Kegalla","","Apparel","1172","539","633","0","","677","FINISHED GOODS - COMPONENTS","MAS HOLDINGS","Nike","S ASIA"
"Sri Lanka","MAS FABRICS (PRIVATE) LIMITED – INTIMO DIVISION","MAS Fabric Park","Thulhiriya","71610","Kurunegala","","Apparel","1380","290","1090","0","","696","MATERIALS","MAS HOLDINGS","Nike","S ASIA"
"Sri Lanka","Mas Fabrics Pvt Ltd - Methliya","Mas Fabric Park","Kegalle","71000","Kegalla","","Apparel","2885","2481","404","0","","2282","FINISHED GOODS","MAS HOLDINGS","Nike","S ASIA"
"Sri Lanka","MAS KREEDA  Vaanavil ","Plot No 2 Agriculture Faculty Road","Kilinochchi","42000","Kilinochchi","","Apparel","2353","1577","776","0","","2272","FINISHED GOODS","MAS HOLDINGS","Nike","S ASIA"
"Sri Lanka","MAS KREEDA Balangoda ","Weligepola Road","Balangoda","70100","Ratnapura","","Apparel","1170","1053","117","0","","1075","FINISHED GOODS","MAS HOLDINGS","Nike","S ASIA"
"Sri Lanka","MAS KREEDA Intimo","Lot 49 58 59 BEPZ","Colombo","42000","Colombo","","Apparel","235","200","35","0","","165","FINISHED GOODS","MAS HOLDINGS","Nike","S ASIA"
"Sri Lanka","MAS KREEDA Mihintale ","Isuru Uyana","Mihintale","50300","Anuradhapura","","Apparel","1121","1076","45","0","","956","FINISHED GOODS","MAS HOLDINGS","Nike","S ASIA"
"Sri Lanka","MAS KREEDA Shadeline ","MAPAKADEWEWA","MAHIYANGANAYA","90730","Monaragala","","Apparel","156","133","23","0","","123","FINISHED GOODS","MAS HOLDINGS","Nike","S ASIA"
"Sri Lanka","MAS KREEDA Synergy ","A3 Seethawaka Export Processing zone","Avissawella","10700","Colombo","","Apparel","2432","1581","851","0","","2312","FINISHED GOODS","MAS HOLDINGS","Nike","S ASIA"
"Sri Lanka","MAXIM IMPRESSION LANKA (PVT) LTD","62 4 Habarakada Homagama","Homagama","10200","Colombo","","Apparel","168","47","121","0","","96","MATERIALS","MAXIM","Nike","S ASIA"
"Vietnam","Maxim Label and Packaging Vietnam Co., Ltd","No 33  6th Street","Thuan An","72000","Bình Duong","","Apparel","661","357","304","20","","391","MATERIALS","MAXIM","Nike","SE ASIA"
"China","MAXIM SMART MANUFACTURING CO LTD","No 398 Jinxiu Rd Yaozhuang Town Jiashan","Jiaxing","314117","Zhejiang","","Apparel","590","366","224","0","","293","MATERIALS","MAXIM","Nike","N ASIA"
"Vietnam","Maxport Limited (Viet Nam) - Thai Binh Branch","Lot with area of 110238 m2","Vu Thu","410000","Thái Bình","","Apparel","2755","2066","689","0","","2341","FINISHED GOODS","MAXPORT","Nike","SE ASIA"
"Vietnam","MAXPORT LIMITED VIET NAM _ NAM DINH BRANCH MAXPORT 06","No 361 Nguyen Van Troi","Nam Dinh","42000","Nam Ðnh","","Apparel","453","394","59","0","","402","FINISHED GOODS","MAXPORT","Nike","SE ASIA"
"Vietnam","MAXPORT LIMITED VIET NAM NAM DINH BRANCH MAXPORT 05","Lot No85 Map No44","Nam Dinh","42000","Nam Ðnh","","Apparel","1504","1248","256","0","","1222","FINISHED GOODS","MAXPORT","Nike","SE ASIA"
"Vietnam","MEN CHUEN VIETNAM CO.,  LTD.","7A Road Nhon Trach II Industrial Zone","Dong Nai","810000","Ðng Nai","","Apparel","255","92","163","94","","82","MATERIALS","MEN CHUEN","Nike","SE ASIA"
"Turkey","Milteks Tekstil Sanayi ve Ticaret A S","Bakir ve Pirinc Sanayicileri Sitesi","Istanbul","34520","Istanbul","","Apparel","182","78","104","0","","85","FINISHED GOODS","MILTEKS","Nike","EMEA"
"Georgia","Milteks Tekstil Sanayi Ve Ticaret A.S. Ajara Textile Ltd","3 Tbeti Street, King Tamara Distr.","Batumi","6001","Ajaria","","Apparel","671","590","81","0","","582","FINISHED GOODS","MILTEKS","Nike","EMEA"
"Thailand","Minone Enterprises Co Ltd","253 MOO 6 NONGBOT SUBDISTRICT","NANGRONG","31110","Buri Ram","","Equipment","599","461","138","0","","474","FINISHED GOODS","MINONE","Nike","SE ASIA"
"Vietnam","NAM THIEN COMPANY LIMITED","Lot IV No 13 No 4 Street","Ho Chi Minh","700000","Ho Chi Minh","","Apparel","466","363","103","0","","402","FINISHED GOODS","SOUTH ISLAND","Nike","SE ASIA"
"Thailand","NAN YANG","19 Moo 5 Setakit Road Tamai","Krathoomban","74000","Samut Sakhon","","Apparel","788","362","426","315","","655","MATERIALS","NAN YANG","Nike","SE ASIA"
"Thailand","Nan Yang Garment","37 Moo 5 Ladyao Banrai Rd","Ladyao Nakhonsawan","60150","Nakhon Sawan","","Apparel","1029","803","226","0","","605","FINISHED GOODS","NAN YANG","Nike","SE ASIA"
"Thailand","NAN YANG GARMENT CO., LTD.","27 Phetkasem Rd","Nongkham","10160","Bangkok","","Apparel","1130","746","384","791","","945","FINISHED GOODS","NAN YANG","Nike","SE ASIA"
"Thailand","Nan Yang Garment Co., Ltd.","99 1 Moo 4 Banna","Wachirabaramee","66140","Phichit","","Apparel","1672","1271","401","0","","1550","FINISHED GOODS","NAN YANG","Nike","SE ASIA"
"Thailand","NAN YANG GARMENT CO.,LTD","166 168 170 172 Moo 1","Sampran","73110","Nakhon Pathom","","Apparel","1425","926","499","1169","","1365","FINISHED GOODS","NAN YANG","Nike","SE ASIA"
"China","Nantong Nafung Gym Equipment Co.,Ltd","Group 2 Tongshan Village Yuelai Town Haimen District","Nantong","226131","Jiangsu","","Equipment","26","14","12","0","","22","FINISHED GOODS","NANTONG NAFUNG","Nike","N ASIA"
"Taiwan","National Emblem Wang Chu Embroidery Co.","5F  No 3  Aly 11 Ln  327","New Taipei City","Zhonge District","New Taipei","","Apparel","14","14","0","6","","10","FINISHED GOODS - COMPONENTS","NATIONAL EMBLEM","Nike","N ASIA"
"Thailand","NICE APPAREL COMPANY LIMITED","2 7 8 slash 1 slash 3 Soi Ngamwongwan 25 slash19","MUANG DISTRICT","11000","Nonthaburi","","Apparel","1062","754","308","414","","656","FINISHED GOODS","NICE APPAREL","Nike","SE ASIA"
"Thailand","NICE APPAREL COMPANY LIMITED","369 Moo 4 Manjakiri Road Muang Khonkaen","Khonkaen","40000","Khon Kaen","","Apparel","1159","788","371","0","","756","FINISHED GOODS","NICE APPAREL","Nike","SE ASIA"
"Thailand","Nice Apparel Company Limited Branch Chumphae","219 Moo 2 Maliwan Road T Non Udom","Chumpae","40130","Khon Kaen","","Apparel","3294","2372","922","0","","3215","FINISHED GOODS","NICE APPAREL","Nike","SE ASIA"
"China","Ningbo Bell Garment Industrial Co. Ltd","No 422 Jianghu Road Jiangbei Investment Zone C","Ningbo","315033","Zhejiang","","Apparel","127","94","33","0","","104","FINISHED GOODS","NINGBO BELL","Nike","N ASIA"
"China","Ningbo Eastex","No 218 Shun Tai Road Zhenhai District","Ningbo","32151","Zhejiang","","Apparel","180","90","90","0","","153","FINISHED GOODS","NINGBO EASTEX","Nike","N ASIA"
"China","Ningbo Huayao Textile co.,ltd","No 888 Tinhai Road Chunxiao Industrial Zone","Ningbo","315800","Zhejiang","","Apparel","613","527","86","0","","550","FINISHED GOODS","SHENZHOU","Nike","N ASIA"
"China","NINGBO MITSUBANA APPERAL CO., LTD","NO 1338 YUFAN ROAD E ZHENHAI","NINGBO","315207","Zhejiang","","Apparel","76","60","16","0","","72","FINISHED GOODS","NINGBO MITSUBANA","Converse","N ASIA"
"China","Ningbo Shenzhou Knitting Co. Ltd","50 TianMuShan Road","Ningbo","315800","Zhejiang","","Apparel","2612","1855","757","0","","2447","FINISHED GOODS","SHENZHOU","Nike","N ASIA"
"China","NINGBO SHENZHOU KNITTING CO. LTD. (PRINTING MILL & MC)","NO 636 Fuchunjiang Road","Ningbo","315800","Zhejiang","","Apparel","626","307","319","0","","547","FINISHED GOODS","SHENZHOU","Nike","N ASIA"
"China","Ningbo Shenzhou Knitting Co. Ltd. -#6 Garment Factory","INTERSECTION OF DAGANG ROAD 5th ROAD","NingBo","315800","Zhejiang","","Apparel","2352","1646","706","0","","2100","FINISHED GOODS","SHENZHOU","Nike","N ASIA"
"China","NINGBO SHENZHOU KNITTING CO., LTD","No 18 Yongjiang Rd","Ningbo","315800","Zhejiang","","Apparel","5434","2065","3369","0","","4955","MATERIALS","SHENZHOU","Nike","N ASIA"
"Vietnam","NV Apparel Company Limited","Lot C1 Binh Hoa Industrial Zone Chau Thanh An Giang","An Giang","880000","An Giang","","Apparel","2688","2097","591","0","","2524","FINISHED GOODS","NICE APPAREL","Nike","SE ASIA"
"Cambodia","Olive Apparel (Cambodia) Co., Ltd","National Road No 3 Phum Prey Kambot","Phnom Penh","12405","Phnom Penh","","Apparel","3404","3030","374","0","","3166","FINISHED GOODS","RAMATEX","Nike","SE ASIA"
"USA","Oregon Screen Impressions, Inc.","3580 NE Broadway","Portland","97232","Oregon","","Apparel","101","66","35","0","","71","FINISHED GOODS","OREGON SCREEN IMPRESSIONS","Nike","AMERICAS"
"Vietnam","ORIENTAL GARMENT AN GIANG CO LTD","PLOT K BINH HOA IZ BINH HOA COMMUNE CHAU THANH DISTRICT","AN GIANG","90000","An Giang","","Apparel","607","492","115","0","","529","FINISHED GOODS","ORIENTAL GARMENT","Nike","SE ASIA"
"Thailand","Oriental Garment Co., Ltd – Nongbuadang","178 Moo 17","Nongbuadang","36210","Chaiyaphum","","Apparel","349","248","101","0","","346","FINISHED GOODS","ORIENTAL GARMENT","Nike","SE ASIA"
"Sri Lanka","ORIGINAL APPAREL PRIVATE LIMITED","Weerawila Junction","Weerawila","82632","Hambantota","","Apparel","540","459","81","0","","464","FINISHED GOODS","MAS HOLDINGS","Nike","S ASIA"
"USA","Pacific Athletic Wear, Inc. ","7340 Lampson Avenue","Garden Grove","92841","California","","Apparel","101","66","35","0","","86","FINISHED GOODS","PACIFIC ATHLETIC WEAR","Nike","AMERICAS"
"China","PAIHO (DONGGUAN 3)","HUANBAO INDUSTRY DISTRICT","DONGGUAN","523998","Guangdong","","Footwear","1800","990","810","0","","950","MATERIALS","PAIHO GROUP","Nike","N ASIA"
"Taiwan","PAIHO (TAIWAN)- Knitting","NO 575 HO KANG ROAD HO MEI TOWN CHANG HUA HSIEN","CHANG HUA HSIEN","50844","Changhua","","Footwear","813","472","341","350","","462","MATERIALS","PAIHO GROUP","Nike","N ASIA"
"Vietnam","PAIHO (VIETNAM)","Lot 30 32 34 No3 Road Tan Tao Industrial Park","Ho Chi Minh City","71909","Ho Chi Minh","","Footwear","3097","1641","1456","62","","2481","MATERIALS","PAIHO GROUP","Nike","SE ASIA"
"China","PAIHO (WUXI 1)","NO 18 HEXIN RD XISHAN ECONOMIC DEVELOPMENT ZONE","WUXI CITY","214101","Jiangsu","","Apparel","981","785","196","20","","685","MATERIALS","PAIHO GROUP","Nike","N ASIA"
"Cambodia","Papillion Textile (Cambodia) Co., Ltd","Vattanac II Industry Park National Road No 3","Phnom Penh","120505","Phnom Penh","","Apparel","1161","1103","58","0","","1054","FINISHED GOODS","TUNTEX","Nike","SE ASIA"
"USA","Paramount Apparel International, LLC.","1916 Imperial Way","Bourbon","65441","Missouri","","Apparel","293","176","117","0","","92","FINISHED GOODS","PARAMOUNT","Nike","AMERICAS"
"USA","Paramount Apparel LLC. Winona MO","Highway 19","Winona","65588","Missouri","","Apparel","115","69","46","0","","109","FINISHED GOODS","PARAMOUNT","Nike","AMERICAS"
"China","Paxar Packaging Guangzhou Ltd.","Tan Shan Village  Hua Long Town  Panyu","Guangzhou","511434","Guangdong","","Apparel","4049","1903","2146","0","","2756","MATERIALS","AVERY DENNISON","Nike","N ASIA"
"Brazil","PETTENATI","Rod RSC 453 Km 2 4","Caxias Do Sul","95010.550","Rio Grande do Sul","","Apparel","667","587","80","40","","561","FINISHED GOODS","PETTENATI","Nike","AMERICAS"
"El Salvador","PETTENATI CENTRO AMERICA S.A. DE C.V.","Km 42 Carretera A Santa Ana","Coatepeque","2204","Santa Ana","","Apparel","850","170","680","9","","760","MATERIALS","PETTENATI","Nike","AMERICAS"
"Vietnam","PHUC TAI TAY NINH CO., LTD","Lot B7 Tan Hoi Industrial cluster","Tay Ninh","80000","Tây Ninh","","Footwear","350","298","52","0","","309","FINISHED GOODS","SPORTS GEAR","Nike","SE ASIA"
"Thailand","Pilotknit Sport Wear Co.,ltd.","89 13 Moo 2 Rama ll Road T Kokkrabur","Muang","74000","Samut Sakhon","","Apparel","752","481","271","624","","656","FINISHED GOODS","PILOT","Nike","SE ASIA"
"Jordan","Pine Tree Company for Textile Manufacturing PSC","AL-MUWAQQAR INDUSTRIAL ESTATE","AMMAN","110109","Amman","","Apparel","2286","1577","709","1737","","2039","FINISHED GOODS","RAMATEX","Nike","EMEA"
"China","Pinghu Lipai Bags and Luggage Co., Ltd.","No123 Hehe Road","Pinghu","314200","Zhejiang","","Equipment","191","143","48","0","","163","FINISHED GOODS","PINGHU LIPAI","Nike","N ASIA"
"China","Pingxiang City Guangxuan Footwear Co. Ltd.","Zhuting industrial zone, Xuanfeng town, Luxi county Pingxiang city,","Pingxiang","337000","Jiangxi","","Footwear","842","800","42","0","","760","FINISHED GOODS - COMPONENTS","SHOETOWN","Nike","N ASIA"
"China","PMI Joinease plastic & metal products","Mutoutan Group No 2 Lizhidun Villiage","Hui Zhou","516131","Guangdong","","Equipment","1121","549","572","0","","854","FINISHED GOODS","PMI JOINEASE","Nike","N ASIA"
"Taiwan","PONY LEATHER CORPORATION (TAIWAN)","NO 191 SEC 3 CHUNG SHAN ROAD","Changhua","512","Changhua","","Footwear","250","100","150","0","","190","MATERIALS","PONY LEATHER CORPORATION","Nike","N ASIA"
"Taiwan","Pou Chen Corporation","No. 2, Fugong Rd, Fuxing Township","Changhua","506","Changhua","","Footwear","1750","1120","630","0","","512","FINISHED GOODS","POU CHEN","Nike","N ASIA"
"Vietnam","Pou Chen Vietnam Enterprise Ltd.","Nguyen Ai Quoc Street, An Hoa Quarter, Hoa An Ward,","Bien Hoa City","76123","Ðng Nai","","Footwear","16060","13330","2730","0","","12339","FINISHED GOODS","POU CHEN","Nike","SE ASIA"
"Italy","POVOLO SRL","VIA GRAN BRETAGNA 1","Gallarate","21013","Varese","","Apparel","24","22","2","7","","16","FINISHED GOODS","POVOLO","Nike","EMEA"
"Cambodia","PPSEC COMPANY LIMITED","Phnom Penh Special Economic Zone","Phnom Penh","120907","Phnom Penh","","Apparel","370","22","348","26","","220","FINISHED GOODS - COMPONENTS","SEC ACCESSORIES","Nike","SE ASIA"
"China","PRIME ASIA (CHINA)","YUE YUEN INDUSTRIAL PARK","Dongguan,Guangdong","511700","Guangdong","","Footwear","878","325","553","0","","588","MATERIALS","PRIME ASIA","Nike","N ASIA"
"Vietnam","PRIME ASIA (VIETNAM)","LOT V 2 MY XUAN A2 INDUSTRIAL ZONE TAN THANH DISTRICT","VungTau","78000","Bà Ra - Vung Tàu","","Footwear","1428","828","600","0","","940","MATERIALS","PRIME ASIA","Nike","SE ASIA"
"Vietnam","Pro Kingtex Vietnam Co., Ltd","D10/89 Q National High Way 1A Tan Tao Ward Binh Tan District","HO CHI MINH CITY","700000","Ho Chi Minh","","Apparel","2087","1732","355","21","","1227","FINISHED GOODS","EAGLE NICE","Nike","SE ASIA"
"Vietnam","PROMAX TEXTILE (VIETNAM) CO. LTD","NO 33 6TH ROAD FORMOSA ZONE","Dong Nai","76000","Ðng Nai","","Apparel","868","174","694","26","","788","MATERIALS","PROMAX TEXTILE","Nike","SE ASIA"
"Indonesia","PT Adis Dimension Footwear","Jl. Raya Serang Km. 24","Tangerang","15610","Banten","","Footwear","8623","4398","4225","0","","8364","FINISHED GOODS","SHOETOWN","Nike","S ASIA"
"Indonesia","PT Batang Apparel Indonesia","Nanom Desa Wringin Gintung Kecamatan","Batang","51261","Jawa Tengah","","Apparel","2163","1817","346","0","","2024","FINISHED GOODS","KUKDONG","Nike","S ASIA"
"Indonesia","PT Chang Shin Indonesia","Jl Ir H Juanda No 008","Karawang","41374","Jawa Barat","","Footwear","2058","1605","453","0","","1828","FINISHED GOODS","CHANGSHIN","Nike","S ASIA"
"Indonesia","PT DAEWON ECO INDONESIA","Jl Pinang Blok F23 No 11E and 11F Delta Silicon 3","Bekasi","17530","Jawa Barat","","Footwear","37","3","34","9","","20","MATERIALS","DAEWON","Nike","S ASIA"
"Indonesia","PT Dayup Indo","NUSANTARA BONDED ZONE KBN MADURA STREET 6 BLOCK D13A","JAKARTA","14140","Jakarta Raya","","Equipment","1220","1147","73","0","","1118","FINISHED GOODS","DAYUP","Nike","S ASIA"
"Indonesia","PT Eagle Nice Indonesia","JL Raya Serang","Kabupaten Serang","42186","Banten","","Apparel","2906","2121","785","29","","1989","FINISHED GOODS","EAGLE NICE","Nike","S ASIA"
"Indonesia","PT ECLAT TEXTILE INTERNATIONAL","Jl SAPTARENGGA No 11 Kel Wonorejo Kec Kaliwungu","Kendal","51372","Jawa Tengah","","Apparel","3041","2889","152","30","","2843","FINISHED GOODS","ECLAT","Nike","S ASIA"
"Indonesia","PT KMK Global Sports / K1","Cikupa Mas Industrial Estate and Warehouse","Tangerang","15710","Banten","","Footwear","9970","8475","1495","0","","8194","FINISHED GOODS","KMK","Nike","S ASIA"
"Indonesia","PT Lucky Textile Semarang Demak","Dukuh Tegalrejo RT 001 RW 002","Demak","59571","Jawa Tengah","","Apparel","1442","1370","72","14","","1192","FINISHED GOODS","TUNTEX","Nike","S ASIA"
"Indonesia","PT Marel Sukses Pratama","JL Baru Mulungan Gondang Penen","Yogyakarta","55285","Yogyakarta","","Equipment","166","68","98","0","","124","FINISHED GOODS","CONVERSE GROUP","Converse","S ASIA"
"Indonesia","PT MAS ARYA INDONESIA","Tugu Wijaya Road VI 7 Kawasan Industri","Semarang","50181","Jawa","","Apparel","2110","2110","0","21","","1960","FINISHED GOODS","MAS HOLDINGS","Nike","S ASIA"
"Indonesia","PT Mercindo Global Manufaktur","Jl Raya Semarang Bawen Km 29 Desa Samban Bawen","Ungaran","50661","Jawa Tengah","","Equipment","2416","1740","676","0","","2287","FINISHED GOODS","MERCINDO","Nike","S ASIA"
"Indonesia","PT Mitra Garindo Perkasa","JL Pancasila V 21 Cicadas Gunung Putri Bogor","Bogor","16964","Jawa Barat","","Apparel","759","653","106","0","","658","FINISHED GOODS","MAP","Nike","S ASIA"
